ADOLFO ALSINA,1
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,4,30
,TOTALES,255,255,255
AVELLANEDA,170
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,11,,
27,PARTIDO UNION CELESTE Y BLANCO,,11,
503,AZA.AVANZA LIBERTAD,15,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,14,14,13
506,AZA.JUNTOS,54,53,55
507,FRENTE DE TODOS,130,129,138
508,FRENTE VAMOS CON VOS,10,10,10
,VOTOS NULOS,6,6,6
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,9,11,27
,TOTALES,249,249,249
AVELLANEDA,171
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,23,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,9,9,9
506,AZA.JUNTOS,48,47,47
507,FRENTE DE TODOS,113,113,117
508,FRENTE VAMOS CON VOS,12,12,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,7,35
,TOTALES,220,220,220
AVELLANEDA,172
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,16,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,15,15,15
506,AZA.JUNTOS,37,37,36
507,FRENTE DE TODOS,151,151,151
508,FRENTE VAMOS CON VOS,6,6,7
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,7,31
,TOTALES,240,240,240
AVELLANEDA,173
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,8,,
27,PARTIDO UNION CELESTE Y BLANCO,,8,
503,AZA.AVANZA LIBERTAD,20,20,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,19
506,AZA.JUNTOS,44,43,44
507,FRENTE DE TODOS,139,138,139
508,FRENTE VAMOS CON VOS,12,12,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,11,13,39
,TOTALES,253,253,253
AVELLANEDA,174
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,13,13,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,25,25,24
506,AZA.JUNTOS,39,39,40
507,FRENTE DE TODOS,145,146,147
508,FRENTE VAMOS CON VOS,12,11,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,15,15,31
,TOTALES,255,255,255
AVELLANEDA,175
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,11,,
27,PARTIDO UNION CELESTE Y BLANCO,,11,
503,AZA.AVANZA LIBERTAD,15,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,19
506,AZA.JUNTOS,47,47,48
507,FRENTE DE TODOS,156,156,157
508,FRENTE VAMOS CON VOS,5,5,5
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,28
,TOTALES,257,257,257
AVELLANEDA,176
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,6,,
27,PARTIDO UNION CELESTE Y BLANCO,,6,
503,AZA.AVANZA LIBERTAD,16,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,17,16
506,AZA.JUNTOS,53,51,50
507,FRENTE DE TODOS,151,151,153
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,7,9,30
,TOTALES,260,260,260
AVELLANEDA,177
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,14,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,21,20
506,AZA.JUNTOS,71,70,68
507,FRENTE DE TODOS,114,114,115
508,FRENTE VAMOS CON VOS,12,11,10
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,4,28
,TOTALES,241,241,241
AVELLANEDA,178
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,17,,
27,PARTIDO UNION CELESTE Y BLANCO,,16,
503,AZA.AVANZA LIBERTAD,13,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,15,12,13
506,AZA.JUNTOS,46,46,49
507,FRENTE DE TODOS,131,132,135
508,FRENTE VAMOS CON VOS,3,3,3
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,9,11,34
,TOTALES,234,234,234
AVELLANEDA,179
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,20,20,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,21,19,18
506,AZA.JUNTOS,58,57,57
507,FRENTE DE TODOS,140,141,144
508,FRENTE VAMOS CON VOS,12,13,12
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,1,25
,TOTALES,256,256,256
AVELLANEDA,180
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,17,17,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,23,23,26
506,AZA.JUNTOS,65,65,64
507,FRENTE DE TODOS,119,119,116
508,FRENTE VAMOS CON VOS,10,10,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,6,23
,TOTALES,242,242,242
AVELLANEDA,181
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,24,24,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,18,18
506,AZA.JUNTOS,52,51,51
507,FRENTE DE TODOS,139,138,140
508,FRENTE VAMOS CON VOS,10,10,10
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,8,39
,TOTALES,258,258,258
AVELLANEDA,182
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,13,13,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,19
506,AZA.JUNTOS,64,65,63
507,FRENTE DE TODOS,120,119,117
508,FRENTE VAMOS CON VOS,7,7,6
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,9,9,36
,TOTALES,241,241,241
AVELLANEDA,183
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,26,26,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,11,13,14
506,AZA.JUNTOS,65,63,64
507,FRENTE DE TODOS,127,127,129
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,7,7,7
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,33
,TOTALES,255,255,255
AVELLANEDA,184
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,6,,
27,PARTIDO UNION CELESTE Y BLANCO,,6,
503,AZA.AVANZA LIBERTAD,16,16,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,15,15,14
506,AZA.JUNTOS,33,33,32
507,FRENTE DE TODOS,89,89,92
508,FRENTE VAMOS CON VOS,4,4,4
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,25
,TOTALES,167,167,167
AVELLANEDA,185
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,19,19,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,24,25,26
506,AZA.JUNTOS,106,106,107
507,FRENTE DE TODOS,90,89,93
508,FRENTE VAMOS CON VOS,8,8,7
,VOTOS NULOS,9,9,7
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,4,29
,TOTALES,269,269,269
AVELLANEDA,186
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,15,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,19,19
506,AZA.JUNTOS,103,101,101
507,FRENTE DE TODOS,101,101,102
508,FRENTE VAMOS CON VOS,6,6,6
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,4,22
,TOTALES,251,251,251
AVELLANEDA,187
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,7,,
27,PARTIDO UNION CELESTE Y BLANCO,,7,
503,AZA.AVANZA LIBERTAD,18,18,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,20,20
506,AZA.JUNTOS,107,108,108
507,FRENTE DE TODOS,95,96,96
508,FRENTE VAMOS CON VOS,12,11,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,2,27
,TOTALES,264,264,264
AVELLANEDA,188
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,21,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,25,25,25
506,AZA.JUNTOS,114,112,111
507,FRENTE DE TODOS,97,98,101
508,FRENTE VAMOS CON VOS,6,7,7
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,5,5,26
,TOTALES,271,271,271
AVELLANEDA,189
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,6,,
27,PARTIDO UNION CELESTE Y BLANCO,,6,
503,AZA.AVANZA LIBERTAD,21,20,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,16,15
506,AZA.JUNTOS,112,113,112
507,FRENTE DE TODOS,96,97,100
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,5,30
,TOTALES,265,265,265
AVELLANEDA,190
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,16,15,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,25,25,25
506,AZA.JUNTOS,97,97,97
507,FRENTE DE TODOS,95,95,94
508,FRENTE VAMOS CON VOS,7,7,7
,VOTOS NULOS,7,7,7
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,3,24
,TOTALES,254,254,254
AVELLANEDA,191
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,31,31,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,12,12,12
506,AZA.JUNTOS,103,103,101
507,FRENTE DE TODOS,101,101,103
508,FRENTE VAMOS CON VOS,8,8,9
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,0,34
,TOTALES,263,263,263
AVELLANEDA,192
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,31,31,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,23,22,21
506,AZA.JUNTOS,110,109,111
507,FRENTE DE TODOS,80,79,79
508,FRENTE VAMOS CON VOS,8,9,8
,VOTOS NULOS,1,1,1
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,6,41
,TOTALES,261,261,261
AVELLANEDA,193
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,27,27,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,19,19,19
506,AZA.JUNTOS,96,95,96
507,FRENTE DE TODOS,95,95,95
508,FRENTE VAMOS CON VOS,10,10,10
,VOTOS NULOS,4,4,4
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,2,31
,TOTALES,255,255,255
AVELLANEDA,194
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,21,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,12,12,11
506,AZA.JUNTOS,102,102,100
507,FRENTE DE TODOS,80,80,79
508,FRENTE VAMOS CON VOS,15,15,17
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,9,9,37
,TOTALES,244,244,244
AVELLANEDA,195
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,14,14,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,25,24,24
506,AZA.JUNTOS,90,90,93
507,FRENTE DE TODOS,106,105,106
508,FRENTE VAMOS CON VOS,13,13,13
,VOTOS NULOS,5,5,5
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,4,19
,TOTALES,260,260,260
AVELLANEDA,196
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,19,19,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,19,19
506,AZA.JUNTOS,99,98,98
507,FRENTE DE TODOS,86,86,90
508,FRENTE VAMOS CON VOS,12,12,11
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,21,23,41
,TOTALES,259,259,259
AVELLANEDA,197
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,28,28,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,26,25,24
506,AZA.JUNTOS,115,114,117
507,FRENTE DE TODOS,88,89,91
508,FRENTE VAMOS CON VOS,11,10,10
,VOTOS NULOS,3,3,3
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,1,3,30
,TOTALES,275,275,275
AVELLANEDA,198
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,9,,
27,PARTIDO UNION CELESTE Y BLANCO,,9,
503,AZA.AVANZA LIBERTAD,24,23,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,21,23
506,AZA.JUNTOS,107,107,107
507,FRENTE DE TODOS,99,97,96
508,FRENTE VAMOS CON VOS,7,7,7
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,2,33
,TOTALES,268,268,268
AVELLANEDA,199
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,0,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,28,28,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,13,14,14
506,AZA.JUNTOS,95,94,94
507,FRENTE DE TODOS,91,91,92
508,FRENTE VAMOS CON VOS,11,11,10
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,15,15,43
,TOTALES,253,253,253
AVELLANEDA,200
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,1,,
27,PARTIDO UNION CELESTE Y BLANCO,,1,
503,AZA.AVANZA LIBERTAD,16,16,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,24,24,24
506,AZA.JUNTOS,114,113,114
507,FRENTE DE TODOS,85,84,83
508,FRENTE VAMOS CON VOS,11,10,11
,VOTOS NULOS,2,2,2
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,6,22
,TOTALES,256,256,256
AVELLANEDA,201
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,31,31,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,18,18
506,AZA.JUNTOS,97,96,95
507,FRENTE DE TODOS,108,108,111
508,FRENTE VAMOS CON VOS,7,7,8
,VOTOS NULOS,5,5,5
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,2,1,33
,TOTALES,270,270,270
AVELLANEDA,202
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,0,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,12,10,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,4,4,4
506,AZA.JUNTOS,48,49,49
507,FRENTE DE TODOS,28,28,29
508,FRENTE VAMOS CON VOS,5,5,4
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,1,11
,TOTALES,97,97,97
AVELLANEDA,203
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,22,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,23,23,22
506,AZA.JUNTOS,116,114,114
507,FRENTE DE TODOS,88,89,93
508,FRENTE VAMOS CON VOS,13,13,13
,VOTOS NULOS,13,13,13
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,5,26
,TOTALES,281,281,281
AVELLANEDA,204
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,6,,
27,PARTIDO UNION CELESTE Y BLANCO,,5,
503,AZA.AVANZA LIBERTAD,17,17,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,18,18
506,AZA.JUNTOS,108,108,109
507,FRENTE DE TODOS,94,94,97
508,FRENTE VAMOS CON VOS,12,11,8
,VOTOS NULOS,6,6,6
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,5,26
,TOTALES,264,264,264
AVELLANEDA,205
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,21,21,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,22,23,21
506,AZA.JUNTOS,113,113,111
507,FRENTE DE TODOS,98,97,100
508,FRENTE VAMOS CON VOS,6,6,6
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,13,13,37
,TOTALES,275,275,275
AVELLANEDA,206
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,3,
503,AZA.AVANZA LIBERTAD,25,25,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,14,14,15
506,AZA.JUNTOS,85,84,84
507,FRENTE DE TODOS,56,56,55
508,FRENTE VAMOS CON VOS,9,9,9
,VOTOS NULOS,5,5,5
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,0,1,29
,TOTALES,197,197,197
AVELLANEDA,207
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,3,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,25,25,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,20,19,18
506,AZA.JUNTOS,84,85,86
507,FRENTE DE TODOS,107,107,111
508,FRENTE VAMOS CON VOS,13,12,11
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,4,6,30
,TOTALES,256,256,256
AVELLANEDA,208
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,4,,
27,PARTIDO UNION CELESTE Y BLANCO,,4,
503,AZA.AVANZA LIBERTAD,23,22,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,17,16,16
506,AZA.JUNTOS,102,102,102
507,FRENTE DE TODOS,110,110,107
508,FRENTE VAMOS CON VOS,13,13,14
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,3,5,33
,TOTALES,272,272,272
AVELLANEDA,209
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,5,,
27,PARTIDO UNION CELESTE Y BLANCO,,0,
503,AZA.AVANZA LIBERTAD,17,16,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,18,18,19
506,AZA.JUNTOS,89,89,89
507,FRENTE DE TODOS,117,116,115
508,FRENTE VAMOS CON VOS,13,13,14
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,0,0,0
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,6,13,28
,TOTALES,265,265,265
AVELLANEDA,210
NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES
501,AZA.+ VALORES,2,,
27,PARTIDO UNION CELESTE Y BLANCO,,2,
503,AZA.AVANZA LIBERTAD,16,16,
504,FTE. DE IZQUIERDA  Y DE TRAB.-UNIDAD,16,17,16
506,AZA.JUNTOS,88,86,86
507,FRENTE DE TODOS,128,128,128
508,FRENTE VAMOS CON VOS,8,8,8
,VOTOS NULOS,0,0,0
,VOTOS RECURRIDOS,1,1,1
,VOTOS IMPUGNADOS,0,0,0
,VOTOS EN BLANCO,11,12,31
,TOTALES,270,270,270
AVELLANEDA,211
